;;;;;;;;;;;;SALINAS TORRES MERCY MARIA
713688;LOARCO CONSTRUCCIONES S.A.;1391857403001;ECUADOR;GERENTE GENERAL;2017-07-18; ;5;2017-08-09;26;482;;AREQUIPA CEDEÑO JUAN ARTURO
;;;;;;;;;;;;GALEAS CHANGO EVA FAVIOLA
705511;CONSULTORÍA Y CAPACITACIÓN-INGELPRO CIA.LTDA.;1792637953001;ECUADOR;GERENTE GENERAL;2015-09-30; ;5;2015-10-15;6;15848;;CASTRO SHUCAG MARIA CECILIA
;;;;;;;;;;;;CEVALLOS ACUÑA JESSICA PRISCILA
;;;;;;;;;;;;PRADO DEL PEZO ANGEL ALBERTO
;;;;;;;;;;;;HEREDIA JIMENEZ FAUSTO HERNAN
;;;;;;;;;;;;JARAMILLO ASANZA LEWIS ROGER
;;;;;;;;;;;;GONZALEZ GONZALEZ RUDY LORENA
;;;;;;;;;;;;VERDUGO VANEGAS MARCO ANTONIO
60613;LAGOHANDLING CIA. LTDA.;2191716704001;ECUADOR;GERENTE GENERAL;2019-08-07; ;2;2019-08-08;27;1428;;MESIAS POZO GILBER DANILO
164305;CONSTRUCTORA GILMES CIA. LTDA.;2191715171001;ECUADOR;PRESIDENTE;2016-06-23; ;2;2016-07-11;23;145;;MESIAS POZO GILBER DANILO
181270;AMBULANCIAS AEREAS DE ECUADOR S.A. AERAMEC;1792527546001;ECUADOR;PRESIDENTE;2014-08-28; ;5;2014-09-05;24;12421;;MESIAS POZO GILBER DANILO
145914;AVAMECONSUL CONSULTING CIA. LTDA.;2191723328001;ECUADOR;GERENTE GENERAL;2013-01-24; ;2;2013-01-24;25;1842;;MESIAS POZO GILBER DANILO
;;;;;;;;;;;;DAVALOS CARDENAS EDMUNDO PATRICIO
;;;;;;;;;;;;AIMACAÑA ALANUCA JOSE FELIX
;;;;;;;;;;;;MORALES MIRANDA CARLOS RIGOBERTO
;;;;;;;;;;;;SEGUROS ALIANZA S A
;;;;;;;;;;;;SALDARRIAGA DELGADO DIANA ALEXANDRA
;;;;;;;;;;;;EL HUERTO CIA. LTDA.
;;;;;;;;;;;;TORRES QUIZHPE LIZANDRO JOVANNY
;;;;;;;;;;;;GUADAMUD MORENO ERIKA LORENA
;;;;;;;;;;;;BASTIDAS GUEVARA LETICIA MARILYN
;;;;;;;;;;;;QUINDIGALLE MOPOSITA HECTOR GONZALO
311144;PROMOESTORE S.A.;0993117927001;ECUADOR;GERENTE GENERAL;2018-07-26; ;5;2018-08-01;6;10397;;MARTINEZ LEON ANDREA EMILIA
;;;;;;;;;;;;LIMONES LAINEZ ROLANDO RAMON
;;;;;;;;;;;;RODRIGUEZ SALAN ROSA ESTHER
;;;;;;;;;;;;ANDRADE AMBULUDI JORGE GUIDO
;;;;;;;;;;;;NAYIB EDUARDO MENDOZA OCAÑA
;;;;;;;;;;;;IMPORTADORA Y DISTRIBUIDORA DE INSUMOS MEDICOS IDIMSA S.A.
;;;;;;;;;;;;MOROCHO MENDIETA DELIA AMABLE
;;;;;;;;;;;;VERDUGO SANMARTIN LUIS GEOVANNY
314133;ENGINEERSGROUP S.A.;0691773590001;ECUADOR;PRESIDENTE;2019-05-28; ;5;2019-05-30;6;260;;CEVALLOS RODRIGUEZ ALEXIS
;;;;;;;;;;;;MEDINA ABRIL VANESSA MISHELL
;;;;;;;;;;;;HERCONSLAC COMUNICACIONES CIA LTDA
;;;;;;;;;;;;VELOZ AVILEZ ENRIQUE ALFREDO
;;;;;;;;;;;;GORDILLO CORDOVA TERESA DE JESUS
;;;;;;;;;;;;SOCIEDAD AGRICOLA E INDUSTRIAL SAN CARLOS S.A.
;;;;;;;;;;;;BRAVO RISCO WILLIAN ARTURO
;;;;;;;;;;;;JACHO MARTINEZ TANIA ELIZABETH
;;;;;;;;;;;;JARA DELGADO ELSA ISRAELE
;;;;;;;;;;;;PALMA PARRAGA SARA MARIALEJANDRA
149314;COMPAÑIA DE TRANSPORTE MIXTO MI PAZ S.A. MIXPATRANS;2490007183001;ECUADOR;PRESIDENTE;2017-02-12; ;2;2017-04-17;9;51;;RODRIGUEZ ORRALA CARLOS ARISTIDES
;;;;;;;;;;;;LOZANO LOPEZ MARTHA ALICIA
;;;;;;;;;;;;SARABIA CARVAJAL MARISTELA ELIZABETH
;;;;;;;;;;;;ORESA S.A.
;;;;;;;;;;;;BAQUERO VILLALVA SONIA ELIZABETH
;;;;;;;;;;;;ROSERO CHARCOPA JULIA ELENA
111940;DELOTSA S.A.;0992300302001;ECUADOR;GERENTE GENERAL;2005-07-19; ;5;2005-08-16;27;15692;;BUSTAMANTE BURGOS LUIS RICARDO
;;;;;;;;;;;;VILLA GUAMAN BAIRON DANILO
;;;;;;;;;;;;ZAMBRANO LOOR FAUSTO MAURICIO
;;;;;;;;;;;;GRANDA DAVILA VICTOR HUGO
;;;;;;;;;;;;TERAN PROAÑO NESTOR FRANCISCO
309300;EMPRESA DE ADMINISTRACION & SERVICIOS INMOBILIARIA TITANIUM ADSERTITANIUM S.A.;0993077402001;ECUADOR;GERENTE GENERAL;2018-01-25; ;5;2018-02-02;6;1486;;BARROS ALVARADO EDWIN HERIBERTO
;;;;;;;;;;;;GUILLEN HERRERA LEONARDO DAVID
;;;;;;;;;;;;RONQUILLO SANCHEZ WILLIAM RAUL
;;;;;;;;;;;;ERAZO OROZCO JOSE GEOVANNY
;;;;;;;;;;;;ROSILLO UGUÑA MAYRA ALEXANDRA
;;;;;;;;;;;;LOZA MOSCOSO EDUARDO JAVIER
317815;SANDOYA - FARMACOS Y MEDICINAS SANFARMEDI S.A.;0791828392001;ECUADOR;GERENTE GENERAL;2020-06-02; ;5;2020-06-04;6;492;;SANDOYA VALERO ELSY CARLOTA
102301;IMPORTADORA JORUA CIA. LTDA.;0992173491001;ECUADOR;PRESIDENTE;2018-07-16; ;5;2018-07-20;12;9936;;SANDOYA VALERO ELSY CARLOTA
;;;;;;;;;;;;CHILIQUINGA MOREIRA JENNY PATRICIA
;;;;;;;;;;;;GLOBALITE S.A.
;;;;;;;;;;;;CARDENAS PACHECO SANTIAGO VALENTIN
;;;;;;;;;;;;GOMEZ ALVARADO MARIBEL SORAIMA
;;;;;;;;;;;;9,33E+11
;;;;;;;;;;;;OJEDA CAIZA MARIANELA NATALY
;;;;;;;;;;;;VALLE BERMEO NICACIO HERON
;;;;;;;;;;;;SARMIENTO GARZON NATALY ROSARIO
;;;;;;;;;;;;ASOCIACION DE CONSUMO DE BIENES Y PRODUCTOS MINA DORADA  ASOMIDORADA
;;;;;;;;;;;;FRANKIMPORT CIA LTDA
;;;;;;;;;;;;LEON TERAN JUAN EDUARDO
;;;;;;;;;;;;MENESES RODRIGUEZ ELSA BEATRIZ
;;;;;;;;;;;;EMPRESA PUBLICA DE TURISMO CIUDAD MITAD DEL MUNDO EP
146104;MAQUEQUI S.A.;1391793642001;ECUADOR;GERENTE GENERAL;2014-02-05; ;5;2014-02-10;25;5;;ZAMBRANO ORTIZ EITEL JAMES
;;;;;;;;;;;;VITAFARMA ECUADOR CIA. LTDA.
;;;;;;;;;;;;JAZMINA ALEXANDRA LUNA LOAIZA
;;;;;;;;;;;;BERMUDEZ GONZALEZ LUIS TEOFILO
61800;GEROCAM CONSTRUCCIONES Y SERVICIOS CIA. LTDA.;2191717441001;ECUADOR;GERENTE GENERAL;2019-08-26; ;2;2019-09-02;27;126;;TORRES YUNGA CARMEN MARISOL
703192;SERVICIOS Y CONSTRUCCIONES SERVCONLEV CIA.LTDA.;2191734303001;ECUADOR;GERENTE GENERAL;2015-05-18; ;2;2015-06-10;24;72;;TORRES YUNGA CARMEN MARISOL
;;;;;;;;;;;;JACOME CALUGUILLIN PATRICIO JONATAN
;;;;;;;;;;;;PACHECO CARVAJAL CESAR ALCIDES
;;;;;;;;;;;;ALOMOTO CEPEDA BORIS PAOLO
;;;;;;;;;;;;DIAZ LOPEZ HECTOR SEGUNDO
;;;;;;;;;;;;CHUCURI ROJANO SEGUNDO ANGEL MARIA
152950;H&M COMERCIAL S.A.;1791980212001;ECUADOR;GERENTE GENERAL;2007-10-15; ;3;2007-10-22;13;10989;;BURGOS PUERTAS SEBASTIAN
;;;;;;;;;;;;LEMA CONEJO JAQUELINE PAULA
95385;SINAMERT CIA. LTDA.;0190349608001;ECUADOR;GERENTE;2008-08-18; ;5;2008-09-02;28;1595;;NARVAEZ TERREROS BLANCA NOEMI
;;;;;;;;;;;;CEDEÑO ALAVA NELSON
;;;;;;;;;;;;CEVALLOS SUAREZ GISCELA PAOLA
;;;;;;;;;;;;MERA NUÑEZ DAVID ENRIQUE
;;;;;;;;;;;;ANDRADE CAJAMARCA ROMAN SANTIAGO
;;;;;;;;;;;;RAMOS ALVAREZ JHONATAN ISRAEL
308796;SERVICIOS INDUSTRIALES MUNDYOIL CIA.LTDA.;1792817463001;ECUADOR;GERENTE GENERAL;2017-11-29; ;5;2017-11-30;6;18204;;BALCAZAR CAMPOVERDE WILFRIDO JOSE
163467;CONSTRUCTORA BALCAZAR MERIZALDE S.A.;2290318125001;ECUADOR;PRESIDENTE;2014-12-15; ;5;2015-01-07;22;2;;BALCAZAR CAMPOVERDE WILFRIDO JOSE
;;;;;;;;;;;;I.M.C. RUILOVA CIA LTDA
;;;;;;;;;;;;ESCANDON CARRION JOSE AUGUSTO
;;;;;;;;;;;;CASTILLO ZHISPON ROSA ROMELIA
;;;;;;;;;;;;BANCHON FUENTES ANDREA BETSABE
;;;;;;;;;;;;SALAMEA ARGUDO CORNELIO ROLANDO
;;;;;;;;;;;;MENDOZA LEON DIEGO FERNANDO
;;;;;;;;;;;;RAMIREZ YUJATO FERNANDA CAROLINA
725970;ALE CONSTRUCCIONES ALEARP CIA.LTDA.;0691775666001;ECUADOR;GERENTE;2019-09-05; ;5;2019-09-10;29;44;;ROJAS RAMOS CRISTIAN MAURICIO
315252;ARPA CIA.LTDA.;0691774848001;ECUADOR;PRESIDENTE;2019-08-21; ;4;2019-08-23;6;434;;ROJAS RAMOS CRISTIAN MAURICIO
182180;CONSTRUCTORA ARQ&ING PUMALEMA CIA .LTDA.;0691744124001;ECUADOR;PRESIDENTE;2014-08-21; ;2;2014-10-28;14;440;;ROJAS RAMOS CRISTIAN MAURICIO
;;;;;;;;;;;;YEPEZ NOBOA GABRIEL FABRICIO
;;;;;;;;;;;;DIAZ FERES DIEGO FERNANDO
;;;;;;;;;;;;CALLE CALLE WILSON MARCELO
;;;;;;;;;;;;SARANGO LALANGUI ALCIRA
;;;;;;;;;;;;VILLA ILBAY ANDREA LISSETH
140340;COMPAÑIA DE ALQUILER DE VEHÍCULOS Y SERVICIOS SERVICAR-RENTA S. A.; ;ECUADOR;GERENTE;2011-07-26; ;2;2011-07-27;31;33;;RUIZ ORELLANA JUAN CARLOS
;;;;;;;;;;;;MORA MATAMOROS ALFONSO JAVIER
;;;;;;;;;;;;RUNDO ACURIO ERICK SEBASTIAN
;;;;;;;;;;;;CAMPI MENDOZA MIGUEL JOFFRE
;;;;;;;;;;;;JERVES FONTANA CARLOS ANDRES
;;;;;;;;;;;;SOLANO SANCHEZ PABLO ENRIQUE
;;;;;;;;;;;;ASOCIACION DE AVICULTORES PUELLARO AAP
91019;ELECTRONIC AMUSEMENT S.A;1791774272001;ECUADOR;PRESIDENTE;2018-10-01; ;2;2018-10-18;22;16796;;OJEDA OLIVA BYRON RODRIGO
;;;;;;;;;;;;SAGAL ROSERO OSCAR DANIEL
;;;;;;;;;;;;TERMODINAMICA Y FLUIDOS T&F CIA. LTDA.
;;;;;;;;;;;;SIGUENZA PEREZ CESAR FABIAN
135684;URBADISEÑO S.A.; ;ECUADOR;GERENTE GENERAL;2009-10-13; ;5;2009-10-13;10;19524;;PEREZ MATA JULIO RAUL
135316;COMPUNIRSA S.A.;0992634391001;ECUADOR;GERENTE GENERAL;2009-08-26; ;5;2009-09-04;7;16925;;PEREZ MATA JULIO RAUL
;;;;;;;;;;;;PLASCENCIA VALDEZ FLAVIO ORLANDO
;;;;;;;;;;;;AVILES TAYUPANTA MICAELA DOLORES
;;;;;;;;;;;;PAZ BAILON SONIA ALBERTINA
1983;INDUSTRIAS MUSICALES SA INMUSA;1790261328001;ECUADOR;LIQUIDADOR PRINCIPAL;2009-07-24; ; ;2009-07-27; ;8599;;CALLE CORONEL CARLOS ESTEBAN
;;;;;;;;;;;;QUEZADA PARAMO SONIA ALEXANDRA
61030;SOLUCIONES DIRECTAS S.A. SOLUDISA;1792259541001;ECUADOR;LIQUIDADOR;2017-06-01; ; ;2017-06-06; ;8210;;CABEZAS ESCOBAR ROBERTO XAVIER
161302;COHORCIA S.A.;1792166306001;ECUADOR;GERENTE GENERAL;2015-04-06; ;2;2015-05-11;16;7101;;CABEZAS ESCOBAR ROBERTO XAVIER
;;;;;;;;;;;;NOVOA ESPINEL JUAN CARLOS
138060;''INGESTRU'' INGENIEROS ESTRUCTURALES CIA. LTDA.;0992708638001;ECUADOR;GERENTE;2018-11-30; ;2;2018-12-06;30;16376;;CUSME VERA CARLOS ELVIS
;;;;;;;;;;;;GUALPA ESPIN AIDA MARIA
;;;;;;;;;;;;BAQUERO PROAÑO ROBINSON MANRIQUE
;;;;;;;;;;;;JACOME PARRA EDWIN GENARO
167380;IMPORTADORA Y DISTRIBUIDORA ENRRIQUEZ S.A. IMDISENSA;0992811161001;ECUADOR;PRESIDENTE;2013-01-07; ;5;2013-01-08;13;391;;PALADINES ROBLES GRIMANEZA DEL CISNE
;;;;;;;;;;;;ROMANO CASTRO MARIA FERNANDA
;;;;;;;;;;;;CAÑAVERAL RAMIREZ ROSA CARMELINA
;;;;;;;;;;;;GILER ANCHUNDIA VICENTE RAUL
;;;;;;;;;;;;CHALCO CAIZA BRYAN RAMON
62673;COMPAÑIA DE TRANSPORTE TURISTICO & PRIVADO ST.TOURS S.A. (SOLANGE TAMARA TOURS);0992683562001;ECUADOR;GERENTE GENERAL;2019-11-29; ;5;2019-12-19;11;9030;;PERALTA PARRA CARMEN ISABEL
;;;;;;;;;;;;ASCENCIO GUTIERREZ EDUARDO ENRIQUE
;;;;;;;;;;;;RAMIREZ MONCAYO LUIS MIGUEL
;;;;;;;;;;;;PEÑAHERRERA MOLINA EDISON PATRICIO
;;;;;;;;;;;;FUMILAGO BOLAÑOS PORTILLA Y COMPAÑIA
;;;;;;;;;;;;CABRERA CABRERA MARIO ANTONIO
;;;;;;;;;;;;COMPAÑIA ANONIMA MORETRAN
;;;;;;;;;;;;JARAMILLO MACIAS DIANA ALEXANDRA
728121;UNBRANDS S.A.; ;ECUADOR;PRESIDENTE;2020-01-22; ;5;2020-02-13;10;260;;SAMAN MUÑOZ DE BAENA RAUL ANDRES
721740;CONSORCIO DISPOMED Y ASOCIADOS; ;ECUADOR;PROCURADOR COMUN;2019-01-21; ; ; ;3;0;;SAMAN MUÑOZ DE BAENA RAUL ANDRES
718455;ZUBASAMTEX S.A.;0993110027001;ECUADOR;GERENTE GENERAL;2018-05-22; ;5;2018-06-13;28;8159;;SAMAN MUÑOZ DE BAENA RAUL ANDRES
116020;DISPOMED S.A.;0992358815001;ECUADOR;PRESIDENTE;2015-09-10; ;5;2015-10-23;24;346;;SAMAN MUÑOZ DE BAENA RAUL ANDRES
60131;CIASERVICE S.A.;0992666633001;ECUADOR;GERENTE GENERAL;2010-04-21; ;5;2010-04-29;10;7769;;SAMAN MUÑOZ DE BAENA RAUL ANDRES
;;;;;;;;;;;;IAF INDUSTRIAS INDUSTRIA DE AGUA Y FILTRACION CIA LTDA
;;;;;;;;;;;;DIAZ CEDEÑO FABRICIO BENJAMIN
;;;;;;;;;;;;GARCIA SUAREZ ANDRES SEBASTIAN
;;;;;;;;;;;;MERCHAN TENORIO ANA MARCELA
;;;;;;;;;;;;AMCECUADOR CIA. LTDA.
;;;;;;;;;;;;MEDINA FREIRE MARCO TULIO
;;;;;;;;;;;;ESCOBAR ALMEIDA DANIELA CRISTINA
;;;;;;;;;;;;ZAMBRANO HERRERA MAURICIO RAMIRO
182794;CONSULTORA DE INGENIERIA BONILLA & ASOCIADOS ENGINCONSULT CIA.LTDA.;1792548969001;ECUADOR;GERENTE GENERAL;2018-11-14; ;4;2018-12-03;26;19256;;BONILLA SALAZAR GALO EDUARDO
;;;;;;;;;;;;CAJAS GONZALEZ VICTOR ORLANDO
;;;;;;;;;;;;PARDO MASACHE CARMEN ELSA
;;;;;;;;;;;;MELO GUTIERREZ PATRICIA JULIANA
;;;;;;;;;;;;BRUQUE HERRERA JUAN CARLOS
;;;;;;;;;;;;PROVEEDORA MEJIA
;;;;;;;;;;;;IMPORTADORA BOHORQUEZ C. LTDA.
;;;;;;;;;;;;FROSHER CIA. LTDA.
;;;;;;;;;;;;GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ARCHIDONA
54257;PROYECTOS VELASQUEZ & DE ROSA - PROVELDER REPRESENTACIONES CIA. LTDA.;1791351835001;ECUADOR;PRESIDENTE;2010-02-25; ;5;2010-07-21;17;8924;;ALTAMIRANO ROLDAN JUDITH DE LOURDES
;;;;;;;;;;;;ABAD ROMERO ELSA ELEANA
;;;;;;;;;;;;PEREZ REINOSO WILSON FERNANDO
;;;;;;;;;;;;SIVISAKA GONZALEZ JORGE VICENTE
;;;;;;;;;;;;LEMA RODRIGUEZ JOSE LUIS
;;;;;;;;;;;;PONCE SIGCHAY VERONICA ALEJANDRA
307683;COMERCIALIZADORA MACIAS & AGUIRRE CLEANHOUSE S.A.;0993041017001;ECUADOR;PRESIDENTE;2017-07-31; ;5;2017-08-03;6;9300;;MACIAS AGUIRRE CECILIA MERCEDES
;;;;;;;;;;;;LALALEO CHAMBA ALEXANDRA CATALINA
;;;;;;;;;;;;MONCAYO MC GUINESS BRIAN KEITH
;;;;;;;;;;;;DIAZ TIPANTIZA EDISON PATRICIO
;;;;;;;;;;;;SOTOMAYOR OCAMPO VICTOR EDUARDO
;;;;;;;;;;;;AUQUILLA FREIRE DIEGO SEBASTIAN
318063;COMSELECSA S.A.;0993262900001;ECUADOR;PRESIDENTE;2020-06-24; ;2;2020-06-26;6;6670;;ALVARADO SANTACRUZ ALEXIS AGUSTIN
;;;;;;;;;;;;DISTRIBUIDORA INTERNACIONAL FARMA MEDICA EDTRYMED S.A.
;;;;;;;;;;;;INTRIAGO BERGMANN ALDO LEONEL
300439;ELITE CONSULTING SERVICES E-LITE CIA.LTDA.;1792548764001;ECUADOR;PRESIDENTE;2014-12-18; ;2;2014-12-19;6;18587;;CABALLERO LARA FAUSTO ANDRES
;;;;;;;;;;;;CUSME GARCIA EDUARDO REMIGIO
;;;;;;;;;;;;MENDIETA ORTIZ GLORIA FERNANDA
;;;;;;;;;;;;A SU MEDIDA S.A. ASUMED
;;;;;;;;;;;;CABRITONGO VILLAMAR YASSENIA TATIANA
;;;;;;;;;;;;BALDEON JATIVA FANNY YOLANDA
;;;;;;;;;;;;GONZALEZ LEMA JOHANNA MARGOTH
;;;;;;;;;;;;BRAVO MORAN BRIGGITTE MICHELLE
;;;;;;;;;;;;GUERRERO MOSQUERA GILDA FERNANDA
;;;;;;;;;;;;TRANSPORTE COMERCIAL ESCOLAR E INSTITUCIONAL SACHACAL S.A
;;;;;;;;;;;;BRITO OCHOA CARLOS EDUARDO
;;;;;;;;;;;;SANTAMARIA LOOR KIURA NINOSKA
174396;POTENCIA MARINA ELECTRICA POTMELEC S.A.;1391811632001;ECUADOR;PRESIDENTE;2018-12-07; ;5;2018-12-26;14;1284;;MARCILLO MIELES MARCELO FABIAN
;;;;;;;;;;;;CORTEZ NIETO INGRID JAZMIN
;;;;;;;;;;;;"ASOCIACION DE SERVICIOS DE ALIMENTACION DELICIAS DE ADONAI ""ASOSERDELIAD"""
;;;;;;;;;;;;AREVALO LOPEZ LUIS ARMANDO
90596;DISTRIBUIDORA CARRERA CIA. LTDA;1791769694001;ECUADOR;GERENTE GENERAL;2001-03-15; ;3;2001-03-23;11;1882;;CARRERA TORRES PAUL FERNANDO
;;;;;;;;;;;;AVILA VASQUEZ JUAN PABLO
;;;;;;;;;;;;ORTIZ NAVARRETE EDIN WALBERTO
;;;;;;;;;;;;FORTIS MORENO TOMASA MARIA EUGENIA
;;;;;;;;;;;;GERARDO ORTIZ E HIJOS CIA LTDA
;;;;;;;;;;;;VICENTE CHIMBO FANNY EUFEMIA
;;;;;;;;;;;;ENCARNACION BRAVO ENMA LIDUBINA
;;;;;;;;;;;;SERRANO LEON ANDRES FELIPE
;;;;;;;;;;;;DELGADO INTRIAGO SERGIO ANTONIO
;;;;;;;;;;;;ESPINOZA MUÑOZ JUAN DIEGO
;;;;;;;;;;;;CANEX FOOD BEVERAGE S.A. CAFOBESA
;;;;;;;;;;;;AREVALO AREVALO NELLY ELIZABETH
166591;CONSTRUCTORA QUEZADA S.A. DQ&MSA;0992799994001;ECUADOR;GERENTE GENERAL;2019-06-19; ;5;2019-07-10;27;1190;;MAURAD ORDOÑEZ BOLIVAR PATRICIO
710024;MINERA GOLD AND COPPER ED&HO S.A.;1792725194001;ECUADOR;GERENTE GENERAL;2019-06-14; ;5;2019-06-27;32;10698;;MAURAD ORDOÑEZ BOLIVAR PATRICIO
304061;COMPAÑIA MINERA DE METALICOS & NO METALICOS MUYUYACU S.A.;0791786339001;ECUADOR;GERENTE GENERAL;2016-05-11; ;4;2016-05-19;6;393;;MAURAD ORDOÑEZ BOLIVAR PATRICIO
;;;;;;;;;;;;SUAREZ CUEVA JORGE GEOVANNY
301613;SERVICIOS INDUSTRIALES PARRA & BRITO SERINDUSPAB CIA.LTDA.;0691746771001;ECUADOR;PRESIDENTE;2015-05-28; ;2;2015-06-05;6;207;;PARRA TAPIA JORGE RICARDO
;;;;;;;;;;;;SOTOMAYOR MARTINEZ CESAR AUGUSTO
;;;;;;;;;;;;BONILLA VERA FRANCISCO HOVER
707574;YANPERTRAPE S.A.;2490016190001;ECUADOR;PRESIDENTE;2016-04-26; ;5;2016-04-26;23;46;;YANEZ CALDERON SANDRA PATRICIA
114327;VITALSERVI S.A.;0992335246001;ECUADOR;GERENTE GENERAL;2004-01-21; ;5;2004-01-27;10;1301;;YANEZ CALDERON SANDRA PATRICIA
;;;;;;;;;;;;VERA LIMA VERONICA ALEXANDRA
;;;;;;;;;;;;ZULETA VILLEGAS JENYFFER LILIBETH
;;;;;;;;;;;;CABRERA JIMENEZ JULIO CESAR
;;;;;;;;;;;;RAMOS PEREZ EDUARDO NESTOR
159338;RIMAELEC CIA. LTDA.;1792120519001;ECUADOR;GERENTE GENERAL;2018-06-29; ;2;2018-07-12;31;11511;;PAGUAY QUINATOA GABRIEL LEOPOLDO
;;;;;;;;;;;;COELLO ZALDUA RAY JAVIER
;;;;;;;;;;;;MERA ALARCON SULI BELEN
;;;;;;;;;;;;INTRIAGO CUSME ORLANDA MARIBEL
;;;;;;;;;;;;ESCOBAR MANTILLA LUCIA FERNANDA
;;;;;;;;;;;;OCAÑA CUENCA ENRIQUE JAVIER
;;;;;;;;;;;;NIETO RODRIGUEZ EDGAR ALFONSO
;;;;;;;;;;;;RAMIREZ MOSQUERA JOSE LUIS
;;;;;;;;;;;;CANDO NAULA PAULO ISRAEL
;;;;;;;;;;;;BARROS VELEZ ARTURO RENE
;;;;;;;;;;;;PEREZ NUÑEZ JENITH EMILSE
89057;ECUAPETQUIM QUIMICA ECUATORIANA CIA. LTDA.;1791727797001;ECUADOR;GERENTE GENERAL;2010-08-23; ;4;2010-08-25;18;2998;;SANTAMARIA SALVADOR LUIS HERNAN
;;;;;;;;;;;;CAMPOS ESPINOZA JOSE LUIS
;;;;;;;;;;;;ASCENCIO TOALA STEVE GREGORIO
;;;;;;;;;;;;IASA S.A.
;;;;;;;;;;;;VASQUEZ MOSCOSO ANDREA VERONICA
;;;;;;;;;;;;FAJARDO DIAZ GUIDO NICOLAS
;;;;;;;;;;;;FRANCO PARRALES RONALD MIGUEL
;;;;;;;;;;;;VASQUEZ LOOR JANINA ALEXANDRA
;;;;;;;;;;;;VICUÑA MOSCOSO LUZ DOLORES
;;;;;;;;;;;;SEGURIDAD PRIVADA DE CALIDAD SEGPRIC CIA. LTDA.
;;;;;;;;;;;;ROBLES RIVERA NORMA FERNANDA
703012;PRIME GLOBAL BUSINESS CONSULTING CONGLOMERATE S.A.;1792590965001;ECUADOR;GERENTE GENERAL;2019-11-27; ;2;2019-12-05;15;1091;;DIAZ PEÑARANDA GUSTAVO XAVIER
151933;IMPORTADORA EXPORTADORA Y COMERCIALIZADORA DE BIENES Y SERVICIOS PEDIBREICOM S.A.;1791941519001;ECUADOR;PRESIDENTE;2007-10-30; ;5;2007-11-08;19;11615;;DIAZ PEÑARANDA GUSTAVO XAVIER
;;;;;;;;;;;;DIAZ MORA DORA LIBIA
;;;;;;;;;;;;BRAVO GORDILLO IVANNA ANNABELLE
;;;;;;;;;;;;LABORATORIOS PARACELSO CIA. LTDA.
;;;;;;;;;;;;ZAPATA CONTENTO ROSA MARGARITA
;;;;;;;;;;;;BORBOR HERRERA ANA BEATRIZ
;;;;;;;;;;;;ZHUNIO SUIN MILTON GERVACIO
;;;;;;;;;;;;CARCHIPULLA RIOFRIO VANESSA MIRYAN
175691;FERKONSA S.A.;0691741710001;ECUADOR;PRESIDENTE;2018-02-15; ;2;2018-09-05;27;458;;SANTILLAN CARGUA CLARA NARCIZA
182474;CONSTRUCTORA ARQUISEGUR CIA. LTDA.; ;ECUADOR;PRESIDENTE;2013-07-10; ;2;2014-05-26;25;4;;SANTILLAN CARGUA CLARA NARCIZA
;;;;;;;;;;;;SALAZAR LOZADA RODRIGO JAVIER
;;;;;;;;;;;;TAMAYO CASTELO ERIKA DANIELA
;;;;;;;;;;;;MONAR MORALES NELLY GRIMANEZA
;;;;;;;;;;;;GENE MARCOS RUANO VALDIVIESO
;;;;;;;;;;;;SALINAS NUGRA JAIME BENJAMIN
;;;;;;;;;;;;CEVALLOS TIRADO VICTOR HUGO
;;;;;;;;;;;;HERRERA BONILLA FLAVIO ENRIQUE
708874;DIAKARTAM REPRESENTACIONES DIAKARTAM S.A.;0992986921001;ECUADOR;GERENTE GENERAL;2016-08-01; ;5;2016-08-10;14;9414;;FIERRO LOPEZ CARLOS EDUARDO
;;;;;;;;;;;;ICAZA RIOFRIO XAVIER ALBERTO
;;;;;;;;;;;;GARCIA ARROBAS GLADYS DEL ROCIO
;;;;;;;;;;;;LUNA MUÑOZ VIVIANA ABIGAIL
;;;;;;;;;;;;CASTILLO GARCIA OTTO FELIPE
;;;;;;;;;;;;ULQUIANGO COYAGO PAUL RICARDO
;;;;;;;;;;;;BUESTAN CARANGUI LUIS ANTONIO
;;;;;;;;;;;;RED DE INTEGRACION ECONOMICA DE    PRODUCTORES DE CAÑA DE AZUCAR Y DERIVADOS EN PICHINCHA   REDCAP
728952;IMPORTADORA ORIENTPLAST CIA.LTDA.; ;ECUADOR;GERENTE GENERAL;2020-06-17; ;3;2020-06-24;26;59;;LEON CALDERON DIEGO RAFAEL
;;;;;;;;;;;;JARAMILLO CUEVA MICHELLE STEFANIA
;;;;;;;;;;;;SANCHEZ RAMOS RUTH SILVANA
;;;;;;;;;;;;SINCHIGUANO CHILIQUINGA VERONICA DEL PILAR
96547;N&A NAVCONST CIA. LTDA.;1691706458001;ECUADOR;GERENTE GENERAL;2012-07-18; ;3;2012-08-06;23;213;;NAVEDA NARANJO WILBER NELSON
;;;;;;;;;;;;LIDENAR S A
;;;;;;;;;;;;ARPI LLIVISACA NATALY XIMENA
;;;;;;;;;;;;CEDEÑO FERRIN OLGA CONCEPCION
;;;;;;;;;;;;SOLORZANO ORMAZA VICTOR ALEJANDRO
